"id","area","feature","user_story","expected_behavior","source","status","validation_notes","error_detail","last_validated"
"FEAT-0159","DPU","Auto-assign VLAN IPs","As an operator, I want to auto-assign VLAN IPs to all DPUs from project subnets, so that I can quickly populate IP addressing.","POST /dpus/auto-assign-vlan-ips assigns external/internal VLAN IPv4/IPv6 addresses sequentially from project subnets.","dpus.py:auto_assign_vlan_ips, dpu_service.py:DpuService.auto_assign_vlan_ips","Validated","auto_assign_vlan_ips (dpu_service.py:273) assigns external/internal v4+v6 plus extras sequentially by DPU id using start_host+index from project subnets.","","2026-06-22"
"FEAT-0160","DPU","Cancel flash","As an operator, I want to abort an in-flight flash, so that I can stop a failed upload.","DELETE /dpus/{id}/flash revokes the Celery task with SIGTERM, sets flash_status to cancelled.","dpus.py:cancel_flash","Validated","cancel_flash (dpus.py:708) revokes flash_celery_task_id with terminate=True signal=SIGTERM and sets flash_status=cancelled when uploading.","","2026-06-22"
"FEAT-0161","DPU","Convert DPU to Ethernet","As an operator, I want to flip a DPU from InfiniBand to Ethernet mode and reboot, so that I can switch link modes.","POST /dpus/{id}/convert-to-ethernet validates IB mode, then enqueues task to run mlxconfig on both ports and reset.","dpus.py:convert_dpu_to_ethernet, dpu_link_mode_service.py","Validated","convert_dpu_to_ethernet (dpus.py:318) does synchronous IB-mode preflight via _derive_link_mode then enqueues convert_to_ethernet_task; DpuLinkModeService runs mlxconfig LINK_TYPE=ETH + reset.","","2026-06-22"
"FEAT-0162","DPU","Create DPU","As an operator, I want to register a new DPU in the project, so that I can manage its configuration.","POST /dpus creates a new DPU record with auto-assigned VLAN IPs from project subnets based on ordinal sequence.","dpus.py:create_dpu, dpu_service.py:DpuService.create_dpu","Validated","create_dpu (dpu_service.py:108) derives ordinal=existing_count+1 and auto-populates external/internal VLAN v4/v6 from project subnets when caller omits them.","","2026-06-22"
"FEAT-0163","DPU","Delete DPU","As an operator, I want to remove a DPU record from the project, so that I can clean up deregistered hardware.","DELETE /dpus/{id} removes the DPU record and cascades cleanup of related flash tasks.","dpus.py:delete_dpu, dpu_service.py:DpuService.delete_dpu","Validated","delete_dpu (dpu_service.py:367) deletes the project-scoped DPU; related flash tasks cascade via DB FK (model-level ON DELETE).","","2026-06-22"
"FEAT-0164","DPU","Disable rshim","As an operator, I want to stop and disable rshim on a DPU, so that I can free the serial console device.","POST /dpus/{id}/disable-rshim enqueues a task that stops rshim systemd unit and disables it persistently.","dpus.py:disable_rshim","Validated","disable_rshim (dpus.py:267) marks running and enqueues disable_rshim_task which stops + persistently disables the rshim unit on the owning side.","","2026-06-22"
"FEAT-0165","DPU","Discover all DPUs","As an operator, I want to probe all DPUs in a project at once, so that I can refresh the entire fleet's inventory.","POST /dpus/discover-all marks all DPUs as running and enqueues up to 10 parallel Redfish probes.","dpus.py:discover_all_dpus","Validated","[staging] discover_all_dpus loops over every DPU and calls probe_dpu_task.delay once per DPU with no enqueue-time cap; MAX_PARALLEL_PROBES (10) is only echoed in the response and never gates enqueue. FIX: Enforce the cap at enqueue time — e.g. chunk/batch the DPUs into waves of MAX_PARALLEL_PROBES (or use a chord/group with a concurrency limit, or stamp tasks onto a queue whose worker concurrency is bounded), instead of unconditionally dispatching one task per DPU. | WO-4 #355: discover-all enqueues in waves of MAX_PARALLEL_PROBES (cap enforced).","","2026-06-22"
"FEAT-0166","DPU","Discover DPU (Redfish probe)","As an operator, I want to probe a DPU's hardware inventory via Redfish, so that I can determine its current firmware and capabilities.","POST /dpus/{id}/discover enqueues an async Redfish probe capturing BIOS, BMC, NIC firmware versions, serial numbers, MAC addresses.","dpus.py:discover_dpu, dpu_discovery_service.py:DpuDiscoveryService.run_and_persist","Validated","discover_dpu (dpus.py:163) enqueues probe_dpu_task; DpuDiscoveryService.run_and_persist runs the BlueField Redfish probe capturing inventory (BIOS/BMC/NIC fw, serials, MACs) onto the row.","","2026-06-22"
"FEAT-0167","DPU","DPU connectivity matrix","As an operator, I want to test ping connectivity between all DPUs in a project, so that I can verify network topology.","POST /dpus/connectivity-matrix/run enqueues pairwise SSH+ping sweep; GET returns latest matrix with success/failure for each pair.","dpus.py:run_dpu_connectivity_matrix, dpu_connectivity_service.py","Validated","run_dpu_connectivity_matrix (dpus.py:68) marks running + enqueues the sweep and GET returns the persisted matrix; DpuConnectivityService.run does pairwise SSH+ping per source/target endpoint.","","2026-06-22"
"FEAT-0168","DPU","DPU project settings","As an operator, I want to configure per-project DPU defaults, so that I can streamline repeated DPU operations.","GET /dpu-settings returns project defaults (VLAN subnets, NTP/DNS servers, default credentials, template/image). PATCH updates.","dpus.py:get_dpu_settings/update_dpu_settings, dpu_service.py:ProjectDpuSettingsService","Validated","get_dpu_settings (get_or_create) and update_dpu_settings (dpus.py:746) expose/patch ProjectDpuSettings defaults (subnets, NTP/DNS, creds, template/image).","","2026-06-22"
"FEAT-0169","DPU","Enable rshim on BMC","As an operator, I want to persistently enable rshim on a BMC-mode DPU's BMC, so that /dev/rshim0 survives reboot.","POST /dpus/{id}/enable-rshim-on-bmc enqueues a task that SSHes to BMC and runs systemctl enable rshim.","dpus.py:enable_rshim_on_bmc","Validated","enable_rshim_on_bmc (dpus.py:291) enqueues enable_rshim_on_bmc_task which SSHes to the BMC and runs systemctl enable+restart rshim.","","2026-06-22"
"FEAT-0170","DPU","Factory reset DPU","As an operator, I want to reset a DPU to defaults (BIOS/BMC/NIC), so that I can clean it up for redeployment.","POST /dpus/{id}/reset-to-defaults runs layered Redfish resets (BIOS + BMC + NIC mlxconfig) based on selected options.","dpus.py:reset_dpu_to_defaults, dpu_factory_reset_service.py","Validated","reset_dpu_to_defaults (dpus.py:491) builds FactoryResetOptions(bios/bmc/nic/bmc_deep) and DpuFactoryResetService.run performs layered Redfish BIOS+BMC + NIC mlxconfig resets.","","2026-06-22"
